ok,tag,x_name,x_value,seed,n_users,Ks_max,payload.Ks_max,payload_feasible,K,U_mean,U_max,ent_edge_pct,best_m,ms_n_active,payload_n_viol_K,payload_n_viol_T,payload_K_over_sum,payload_T_over_sum,runtime_total_s,W_slots,payload.W_slots,demand_mbps_median,traffic.demand_mbps_median,demand_mbps_median_stress,elev_mask_deg,multisat.elev_mask_deg,hotspot_scale,usergen.hotspot_sigma_m_min,usergen.hotspot_sigma_m_max,rho_safe,ent.rho_safe,theta_3db_deg,beam.theta_3db_deg
1,one_factor:rho_safe,rho_safe,0.6,1,2000,,,1,583.0,0.16289127755174562,1.200595193629372,18.695652173913043,8.0,8.0,0.0,0.0,0.0,0.0,82.97641459999431,,,,,,,,,,,0.6,0.6,,
1,one_factor:rho_safe,rho_safe,0.6,1,3000,,,1,836.0,0.17192144426267073,1.255390211490267,16.451612903225808,13.0,13.0,0.0,0.0,0.0,0.0,166.5516704000038,,,,,,,,,,,0.6,0.6,,
1,one_factor:rho_safe,rho_safe,0.7,1,1000,,,1,366.0,0.12923271278506163,2.457307253067439,9.70873786407767,6.0,6.0,0.0,0.0,0.0,0.0,26.270220799997333,,,,,,,,,,,0.7,0.7,,
1,one_factor:rho_safe,rho_safe,0.7,1,2000,,,1,583.0,0.1631978869259674,1.200595193629372,10.869565217391305,8.0,8.0,0.0,0.0,0.0,0.0,75.64269159999094,,,,,,,,,,,0.7,0.7,,
1,one_factor:rho_safe,rho_safe,0.7,1,3000,,,1,836.0,0.17206202604773102,1.255390211490267,9.35483870967742,13.0,13.0,0.0,0.0,0.0,0.0,163.799267600014,,,,,,,,,,,0.7,0.7,,
1,one_factor:rho_safe,rho_safe,0.8,1,1000,,,1,366.0,0.12923271278506163,2.457307253067439,0.970873786407767,6.0,6.0,0.0,0.0,0.0,0.0,28.161414499991224,,,,,,,,,,,0.8,0.8,,
1,one_factor:rho_safe,rho_safe,0.8,1,2000,,,1,583.0,0.16325775062239115,1.2078038709737131,3.4782608695652173,8.0,8.0,0.0,0.0,0.0,0.0,73.77972350001801,,,,,,,,,,,0.8,0.8,,
1,one_factor:rho_safe,rho_safe,0.8,1,3000,,,1,836.0,0.1721997065962064,1.255390211490267,4.516129032258065,13.0,13.0,0.0,0.0,0.0,0.0,144.24566299999424,,,,,,,,,,,0.8,0.8,,
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,1,1000,,,1,404.0,0.11648213927410951,2.8289746431459863,11.650485436893204,6.0,6.0,0.0,0.0,0.0,0.0,37.09864579999703,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,1,2000,,,1,628.0,0.1515092078669598,1.12158696673343,12.608695652173912,8.0,8.0,0.0,0.0,0.0,0.0,118.22300609998638,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,1,3000,,,1,899.0,0.15982889056800514,1.2797786905156492,11.290322580645162,13.0,13.0,0.0,0.0,0.0,0.0,211.81873940004152,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,1000,,,1,366.0,0.12923271278506163,2.457307253067439,9.70873786407767,6.0,6.0,0.0,0.0,0.0,0.0,27.64505999998073,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,2000,,,1,583.0,0.1631978869259674,1.200595193629372,10.869565217391305,8.0,8.0,0.0,0.0,0.0,0.0,76.74059200001648,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,3000,,,1,836.0,0.17206202604773102,1.255390211490267,9.35483870967742,13.0,13.0,0.0,0.0,0.0,0.0,150.75619309996546,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,1000,,,1,354.0,0.131811108090442,2.296656285914715,8.737864077669903,6.0,6.0,0.0,0.0,0.0,0.0,27.24033340004098,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,2000,,,1,550.0,0.17386868828112714,1.523989091085753,7.391304347826087,8.0,8.0,0.0,0.0,0.0,0.0,75.66982780001126,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,3000,,,1,745.0,0.1894842427847548,1.938196188858847,6.451612903225806,12.0,12.0,0.0,0.0,0.0,0.0,151.8741388000053,,,,,,,,,,,,,1.1,1.1
